"","Measure","Pathogen","Disease","Agegroup","Source","median","5%","95%"
"1691","Deaths","STEC","Initial","All ages","Poultry",0.00678712379871749,0.000958942032476448,0.0248860683846334
"1692","Deaths","STEC","Initial","All ages","Seeds and grains",0.00678480737220611,0.000958144270573086,0.0249122491663702
"1693","Deaths","STEC","Initial","All ages","Shellfish",0,0,0
"1694","Deaths","STEC","Initial","All ages","Vegetables",0.0319673487860283,0.0045111188721697,0.11654346683049
"1695","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","AllFood",78.1789611989719,29.7096022230475,196.763898608615
"1696","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Beef",27.0082194491531,10.252934577215,67.9677636890303
"1697","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Dairy",11.7170706426582,4.43824002809303,29.7462863465132
"1698","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Eggs",0.242915973548609,0.0756364701385016,0.725508055929059
"1699","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Fin fish",0,0,0
"1700","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Fruit",3.28325198812167,1.24104732227255,8.30559552581087
"1701","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Lamb",5.26441271535254,1.99671330972212,13.2915655666934
"1702","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Nuts",0,0,0
"1703","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Other",3.06885168275181,1.14257747919138,7.91887856482585
"1704","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Pork",5.79654649486627,2.20022119152722,14.5759029694102
"1705","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Poultry",3.28130514511396,1.24001445219855,8.29817586175398
"1706","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Seeds and grains",3.28176715695267,1.24276349114563,8.30806656796334
"1707","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Shellfish",0,0,0
"1708","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages","Vegetables",15.4357504200205,5.8541125786129,38.9150303660683
"1709","Hospitalisations","All pathogens","Initial","All ages","AllFood",5433.66220936338,4268.52888403681,6730.52817187499
"1710","Hospitalisations","All pathogens","Initial","All ages","Beef",239.335470744637,144.926812637337,380.234124961439
"1711","Hospitalisations","All pathogens","Initial","All ages","Dairy",81.7691392166784,57.2786212982226,109.750448459166
"1712","Hospitalisations","All pathogens","Initial","All ages","Eggs",1360.90308165662,905.828307800985,1979.81497671278
"1713","Hospitalisations","All pathogens","Initial","All ages","Fin fish",11.4433931996833,7.66491177152587,16.8465637100509
"1714","Hospitalisations","All pathogens","Initial","All ages","Fruit",222.620363397164,142.91286812363,337.066908058216
"1715","Hospitalisations","All pathogens","Initial","All ages","Lamb",188.803382622586,108.166833075434,310.640437985857
"1716","Hospitalisations","All pathogens","Initial","All ages","Nuts",153.538830671231,78.555820551137,273.117052798833
"1717","Hospitalisations","All pathogens","Initial","All ages","Other",181.052060961555,120.521431950147,264.503234420517
"1718","Hospitalisations","All pathogens","Initial","All ages","Pork",336.019770560399,193.985268465061,550.460211885795
"1719","Hospitalisations","All pathogens","Initial","All ages","Poultry",893.71273797967,537.131588688306,1421.85958284615
"1720","Hospitalisations","All pathogens","Initial","All ages","Seeds and grains",61.7170399176125,40.3535142096573,92.0823788001103
"1721","Hospitalisations","All pathogens","Initial","All ages","Shellfish",1075.05243116509,587.718882041255,1683.2808424649
"1722","Hospitalisations","All pathogens","Initial","All ages","Vegetables",543.767964435432,387.662028322299,748.13098752404
"1723","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","AllFood",460.077654504923,180.886898697818,1199.51922126147
"1724","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Beef",28.0157041823327,9.85363376293825,79.9431338092583
"1725","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Dairy",5.08794420006116,1.84349504023885,14.2380345144856
"1726","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Eggs",167.89641069624,62.4536046117613,456.096066497922
"1727","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Fin fish",0.547589425303292,0.198492272097405,1.52304166367903
"1728","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Fruit",11.3233279888181,3.74340581311827,33.6484164880526
"1729","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Lamb",22.9031634445978,7.96902234608035,65.774062787262
"1730","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Nuts",18.7552186047452,6.17926889938208,56.3765582642915
"1731","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Other",7.95476365036883,2.96211833166355,21.7395720812366
"1732","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Pork",39.9509361666896,13.8787526716512,115.031523283862
"1733","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Poultry",108.920266701439,38.8292234088842,307.97942728733
"1734","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Seeds and grains",7.13339083973986,2.59050944620297,19.7628151201089
"1735","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Shellfish",1.36937101003781,0.482258223173245,3.88322512988132
"1736","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages","Vegetables",37.8065534779554,14.2451249114608,102.00321612271
"1737","Hospitalisations","All pathogens","Reactive arthritis","All ages","AllFood",171.998923530917,46.9670689361456,393.291695197956
"1738","Hospitalisations","All pathogens","Reactive arthritis","All ages","Beef",10.2756178487097,2.65703403833879,26.6671752040118
"1739","Hospitalisations","All pathogens","Reactive arthritis","All ages","Dairy",1.87466976033809,0.496266731488425,4.72808753940091
"1740","Hospitalisations","All pathogens","Reactive arthritis","All ages","Eggs",62.1849167266474,16.5987582815628,151.18820355457
"1741","Hospitalisations","All pathogens","Reactive arthritis","All ages","Fin fish",0.202432165703578,0.0527118701551147,0.50675036612634
"1742","Hospitalisations","All pathogens","Reactive arthritis","All ages","Fruit",4.13418294190929,1.02773431248829,11.338284333911
"1743","Hospitalisations","All pathogens","Reactive arthritis","All ages","Lamb",8.41930261004943,2.15018214402731,22.0409884057262
"1744","Hospitalisations","All pathogens","Reactive arthritis","All ages","Nuts",6.84143042764951,1.6863096889811,19.0114327258902
"1745","Hospitalisations","All pathogens","Reactive arthritis","All ages","Other",2.95267969841031,0.783827638514572,7.22682346101483
"1746","Hospitalisations","All pathogens","Reactive arthritis","All ages","Pork",14.6740848509942,3.77036901382916,38.5992422084156
"1747","Hospitalisations","All pathogens","Reactive arthritis","All ages","Poultry",40.1301180464125,10.499186733692,102.684283346412
"1748","Hospitalisations","All pathogens","Reactive arthritis","All ages","Seeds and grains",2.63407016699182,0.697169497966668,6.55798609613086
"1749","Hospitalisations","All pathogens","Reactive arthritis","All ages","Shellfish",0.504855890383655,0.129198179476974,1.3028111486662
"1750","Hospitalisations","All pathogens","Reactive arthritis","All ages","Vegetables",14.0433360564755,3.75446835647294,34.0138082054001
"1751","Hospitalisations","Listeria monocytogenes","Initial","All ages","AllFood",100.72361779419,50.5404602881932,151.333906779153
"1752","Hospitalisations","Listeria monocytogenes","Initial","All ages","Beef",0.240599549775174,0.0931438491062775,0.51235204427302
"1753","Hospitalisations","Listeria monocytogenes","Initial","All ages","Dairy",34.6492150877793,17.333127932162,52.3766927567891
"1754","Hospitalisations","Listeria monocytogenes","Initial","All ages","Eggs",0,0,0
"1755","Hospitalisations","Listeria monocytogenes","Initial","All ages","Fin fish",0.726193826632541,0.318663506976898,1.38252164852925
"1756","Hospitalisations","Listeria monocytogenes","Initial","All ages","Fruit",15.9134395430247,7.94512156063617,24.2699435023848
"1757","Hospitalisations","Listeria monocytogenes","Initial","All ages","Lamb",0.240470330730073,0.0930871276694182,0.51227145925336
"1758","Hospitalisations","Listeria monocytogenes","Initial","All ages","Nuts",0.240149356572248,0.0923911980721322,0.512109645241027
"1759","Hospitalisations","Listeria monocytogenes","Initial","All ages","Other",3.16547130474199,1.4365578499275,5.74414669557689
"1760","Hospitalisations","Listeria monocytogenes","Initial","All ages","Pork",7.76963006623478,3.89816614502104,11.6842078105404
"1761","Hospitalisations","Listeria monocytogenes","Initial","All ages","Poultry",7.51762312039014,3.77057789683718,11.3063544762668
"1762","Hospitalisations","Listeria monocytogenes","Initial","All ages","Seeds and grains",2.35514925941184,1.11785051049629,4.05592310584372
"1763","Hospitalisations","Listeria monocytogenes","Initial","All ages","Shellfish",7.51401448059088,3.77095704909487,11.3116229514651
"1764","Hospitalisations","Listeria monocytogenes","Initial","All ages","Vegetables",19.0079058397604,9.52742434569347,28.7207381045484
"1765","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","AllFood",3744.54023565608,2868.65370992204,4738.24223257618
"1766","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Beef",227.686603548741,133.249976604081,368.443559165305
"1767","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Dairy",41.4635996386587,25.5633468671784,64.0483923992972
"1768","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Eggs",1360.77666294515,905.683349583993,1979.65193332783
"1769","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Fin fish",4.45324832588351,2.75675264458906,6.89795959892757
"1770","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Fruit",92.2593541793415,48.3950653769522,161.636747175861
"1771","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Lamb",186.340486302006,105.699790799198,308.152738224817
"1772","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Nuts",153.286130866931,78.333396682719,272.868946262495
"1773","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Other",64.6699765561525,42.3565946311642,95.5703295396798
"1774","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Pork",325.902872108083,183.920365336931,540.094428415528
"1775","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Poultry",884.83123996333,527.852918507754,1413.13425896494
"1776","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Seeds and grains",57.9093825273181,36.6200369902008,88.1476769197205
"1777","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Shellfish",11.1370070210902,6.52109099701309,17.998342989457
"1778","Hospitalisations","Non-typhoidal Salmonella","Initial","All ages","Vegetables",307.204090469373,205.798642542262,445.643079757315
"1779","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","AllFood",460.077654504923,180.886898697818,1199.51922126147
"1780","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Beef",28.0157041823327,9.85363376293825,79.9431338092583
"1781","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Dairy",5.08794420006116,1.84349504023885,14.2380345144856
"1782","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Eggs",167.89641069624,62.4536046117613,456.096066497922
"1783","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Fin fish",0.547589425303292,0.198492272097405,1.52304166367903
"1784","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Fruit",11.3233279888181,3.74340581311827,33.6484164880526
"1785","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Lamb",22.9031634445978,7.96902234608035,65.774062787262
"1786","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Nuts",18.7552186047452,6.17926889938208,56.3765582642915
"1787","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Other",7.95476365036883,2.96211833166355,21.7395720812366
"1788","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Pork",39.9509361666896,13.8787526716512,115.031523283862
"1789","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Poultry",108.920266701439,38.8292234088842,307.97942728733
"1790","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Seeds and grains",7.13339083973986,2.59050944620297,19.7628151201089
"1791","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Shellfish",1.36937101003781,0.482258223173245,3.88322512988132
"1792","Hospitalisations","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Vegetables",37.8065534779554,14.2451249114608,102.00321612271
"1793","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","AllFood",171.998923530917,46.9670689361456,393.291695197956
"1794","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Beef",10.2756178487097,2.65703403833879,26.6671752040118
"1795","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Dairy",1.87466976033809,0.496266731488425,4.72808753940091
"1796","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Eggs",62.1849167266474,16.5987582815628,151.18820355457
"1797","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Fin fish",0.202432165703578,0.0527118701551147,0.50675036612634
"1798","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Fruit",4.13418294190929,1.02773431248829,11.338284333911
"1799","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Lamb",8.41930261004943,2.15018214402731,22.0409884057262
"1800","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Nuts",6.84143042764951,1.6863096889811,19.0114327258902
"1801","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Other",2.95267969841031,0.783827638514572,7.22682346101483
"1802","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Pork",14.6740848509942,3.77036901382916,38.5992422084156
"1803","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Poultry",40.1301180464125,10.499186733692,102.684283346412
"1804","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","All ages","Seeds and grains",2.63407016699182,0.697169497966668,6.55798609613086
